,go,pv,k,n,N,genes
148,GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,0.00024207600396807137,72,610,593,ACVR2A;ADCY2;ADCY6;ADGRG6;ADGRL1;ADGRL3;ADRA1D;ASAH2;CACNG1;CD160;CDH4;CDON;CHRNA2;CRHR1;DPP6;EPOR;FGFR2;FGFR3;FLRT2;FZD4;GABRA2;GABRB2;GPR31;GRID2;GRIN2B;HTR2C;IRS1;KCNA7;KCNIP4;KCNMB2;KCNMB4;KCNQ4;LRRTM2;LRRTM3;MDGA1;MTNR1B;NCR1;NLGN1;NLGN3;NPY2R;NRG3;NTNG1;PCDH10;PCDH11X;PCDH18;PCDHB10;PCDHB14;PCDHB15;PCDHB3;PCDHB4;PCDHB5;PCDHB9;PKD1;PKHD1;PLXNB1;PTPRD;RGMB;SEMA3A;SEMA4G;SEMA6C;SEMA6D;SLC2A10;SLC38A4;SLC3A1;SLC6A9;SLITRK2;SLITRK3;TRO;TRPV6;TSPAN2;TUSC3;XCR1
163,GO_SEMAPHORIN_RECEPTOR_BINDING,0.0002466699816279702,6,13,593,PLXNB1;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D
54,GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,0.00025337263426706245,14,62,593,ADCY2;ADCY6;ADGRG6;ADGRL1;ADGRL3;ADRA1D;CRHR1;GNAI1;GPR161;GPR61;GUCA2B;HTR2C;MTNR1B;NPY2R
131,GO_REGULATION_OF_DENDRITE_DEVELOPMENT,0.00025337263426706245,14,62,593,ABI2;BHLHB9;C21orf91;CRTC1;EEF2K;FOXO6;MARK1;NLGN1;NLGN3;PTPRD;RAB17;SARM1;VLDLR;ZMYND8
0,GO_CARDIAC_CHAMBER_DEVELOPMENT,0.00025878377936405203,13,55,593,ADGRG6;DAND5;DSP;FGFR2;FZD1;HEY1;NPY2R;RARB;SLIT2;SMAD4;SOX4;TBX2;TBX5
142,GO_NEGATIVE_CHEMOTAXIS,0.0002670925859277097,7,18,593,FLRT2;NRG3;SEMA3A;SEMA4G;SEMA6C;SEMA6D;SLIT2
47,GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.00028570299255079864,36,251,593,ABI2;ADAMTS16;ADCY6;BHLHB9;C21orf91;CDH4;CRMP1;CROCC;CRTC1;EEF2K;ENC1;FOXO6;FZD1;FZD4;GRID2;GRIN2B;MARK1;MOV10;MSTN;MYLIP;NGF;NLGN1;NLGN3;NOTO;PLXNB1;PTPRD;RAB17;SARM1;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2;VLDLR;ZMYND8
113,GO_KIDNEY_MORPHOGENESIS,0.00034762234556550494,9,30,593,ADAMTS16;FGF10;FRAS1;HNF1B;LAMA5;PKD1;PTCH1;SMAD4;SOX4
61,GO_CARDIAC_VENTRICLE_MORPHOGENESIS,0.0003944326318807989,7,19,593,DSP;FGFR2;HEY1;NPY2R;SMAD4;SOX4;TBX5
70,GO_REGULATION_OF_NEURON_MIGRATION,0.0003944326318807989,7,19,593,CAMK2A;FLRT2;GPR173;NRG3;SEMA3A;TNN;UNC5D
11,GO_VENTRICULAR_SEPTUM_MORPHOGENESIS,0.00040310065391306095,6,14,593,FGFR2;FZD1;HEY1;SLIT2;SMAD4;SOX4
44,GO_NEGATIVE_REGULATION_OF_AXON_GUIDANCE,0.00040310065391306095,6,14,593,SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2
118,GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.0004412230864670837,47,364,593,ACVR2A;ANXA9;AR;ASPA;AXIN2;BHLHB9;C21orf91;CDH4;CDON;CRTC1;EEF2K;ENC1;ETV5;FOXO6;FZD1;FZD4;GDPD5;HOXB4;HTR2C;MAMSTR;NAPEPLD;NGF;NLGN1;NUMA1;PDE5A;PKDCC;PLAG1;PLXNB1;PTCH1;PTPRD;RAG1;RARB;RNF112;SEMA3A;SEMA5A;SLIT2;SMAD4;SMAD5;SOX6;SULT2B1;TBX5;TTBK1;VLDLR;VSTM2A;WIF1;ZMYND8;ZNF268
181,GO_EPITHELIAL_TUBE_MORPHOGENESIS,0.00045850817243369823,20,113,593,ADAMTS12;ADAMTS16;AR;ETV5;FGF10;FGFR2;FZD1;HNF1B;LAMA5;MTSS1;NKX2-1;NOTO;PKD1;PRICKLE1;PTCH1;SLIT2;SMAD4;SOSTDC1;SOX4;TBX2
22,GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.0004647744166591324,22,130,593,BHLHB9;C21orf91;CDH4;CDON;CRTC1;EEF2K;ENC1;ETV5;FOXO6;FZD1;FZD4;GDPD5;NGF;NLGN1;PLXNB1;PTPRD;RARB;RNF112;SEMA5A;SLIT2;VLDLR;ZMYND8
45,GO_LEYDIG_CELL_DIFFERENTIATION,0.0004859358719574262,3,3,593,AR;NKX2-1;PLEKHA1
167,GO_GLOSSOPHARYNGEAL_NERVE_DEVELOPMENT,0.0004859358719574262,3,3,593,HOXA3;HOXB3;NAV2
192,GO_PRESYNAPTIC_MEMBRANE_ORGANIZATION,0.0004859358719574262,3,3,593,NLGN1;NLGN3;PTPRD
55,GO_DENDRITE_MORPHOGENESIS,0.0005387622056938692,13,59,593,ABI2;BHLHB9;CTNND2;EEF2K;NLGN1;NLGN3;PREX2;PTPRD;RBFOX2;SARM1;SEMA3A;SLITRK5;VLDLR
14,GO_CIRCULATORY_SYSTEM_PROCESS,0.0005654342661350219,27,176,593,ADAMTS16;ADCY6;ADRA1D;AR;CACNA1S;CACNA2D1;CACNG1;CYP4A11;DSP;ERAP2;FGF12;FGFBP3;GUCA2B;KCNIP4;KCNMB2;KCNMB4;LPA;MTNR1B;NAV2;NCALD;NOS2;PDE5A;SEMA3A;SGCD;SLIT2;SMAD5;TBX2
161,GO_SEQUENCE_SPECIFIC_DNA_BINDING,0.0005710161703100039,53,429,593,AR;BRF1;ETV5;FOXK1;FOXO3B;FOXO4;FOXO6;GATAD2B;HEY1;HNF1B;HOXA3;HOXB3;HOXB4;IRF2BP2;LMX1A;MTA1;MTA3;MYT1;NKX2-1;NOTO;PLAG1;POU3F4;PRDM5;PURA;RAG1;RARB;RFX7;RXRB;SMAD4;SMAD5;SOX4;SOX6;TAF1L;TBX2;TBX4;TBX5;TEF;THAP10;TRIM24;ZFP41;ZFP90;ZIM2;ZKSCAN3;ZNF175;ZNF391;ZNF462;ZNF507;ZNF536;ZNF550;ZNF554;ZNF568;ZNF599;ZNF658
68,GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,0.0005907973100991533,14,67,593,B4GALT6;C21orf91;FGFR2;FZD1;GDPD5;GRID2;LMX1A;MDGA1;NKX2-1;PTCH1;SEMA3A;SLIT2;SOX4;UNC5D
83,GO_VENTRICULAR_SEPTUM_DEVELOPMENT,0.0006148660588220563,8,26,593,DAND5;FGFR2;FZD1;HEY1;SLIT2;SMAD4;SOX4;TBX5
126,GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS,0.0006274351819527191,6,15,593,AR;ETV5;FGF10;FGFR2;PTCH1;SOSTDC1
7,GO_CARDIAC_SEPTUM_DEVELOPMENT,0.0006639776634095808,10,39,593,DAND5;FGFR2;FZD1;HEY1;RARB;SLIT2;SMAD4;SOX4;TBX2;TBX5
177,GO_ANIMAL_ORGAN_FORMATION,0.0007920358645313994,7,21,593,AR;AXIN2;FGF10;FGFR2;HOXA3;LEMD2;TBX5
75,GO_CARDIAC_VENTRICLE_DEVELOPMENT,0.0008240400461277951,10,40,593,DAND5;DSP;FGFR2;FZD1;HEY1;NPY2R;SLIT2;SMAD4;SOX4;TBX5
21,GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,0.0009376561661445026,6,16,593,SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2
3,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,0.0009536487335758278,16,86,593,ADAMTS12;DAND5;DSTYK;FGF10;FGFBP3;FZD1;FZD4;IL17F;JCAD;LEMD2;NKX2-1;NUMA1;RASL11B;SLIT2;SMAD4;SOSTDC1
200,GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,0.0010144984353164946,10,41,593,ABI2;BHLHB9;EEF2K;GRID2;GRIN2B;LRRTM2;NLGN1;NLGN3;PTPRD;ZMYND8
132,GO_REGIONALIZATION,0.0010782007147894514,19,112,593,ACVR2A;AR;AXIN2;CDON;FGF10;FGFR2;GPR161;HEY1;HNF1B;HOXA3;HOXB3;HOXB4;NKX2-1;NOTO;PTCH1;SEMA3A;SMAD4;SOSTDC1;TDRD5
65,GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,0.001083759281945915,7,22,593,ADAMTS12;ADAMTS7;ANXA9;AXIN2;PKDCC;RARB;SOX6
13,GO_CARTILAGE_DEVELOPMENT,0.0010842102043300854,14,71,593,ADAMTS12;ADAMTS7;ANXA9;AXIN2;FGFR3;HOXA3;HOXB3;IL17F;MATN3;PKD1;PKDCC;RARB;SMAD5;SOX6
155,GO_DESMOSOME,0.0010985661585831787,4,7,593,DSP;EVPL;PKP1;POF1B
207,GO_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY,0.0010985661585831787,4,7,593,GRID2;LRRTM2;PTPRD;VSTM5
182,GO_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD,0.0010985661585831787,4,7,593,AR;FGF10;FGFR2;SOSTDC1
91,GO_RESPONSE_TO_GROWTH_FACTOR,0.0011543487533179578,33,241,593,ACVR2A;ADAMTS12;ADAMTS7;DAND5;DSTYK;EEF2K;FGF10;FGF12;FGFBP3;FGFR2;FGFR3;FLRT2;FZD1;FZD4;GAB1;HPGD;IL17F;JCAD;LEMD2;MSTN;NGF;NKX2-1;NUMA1;RASL11B;RBFOX2;RGMB;SLIT2;SMAD4;SMAD5;SOSTDC1;SOX6;VSTM2A;ZCCHC18
189,GO_RENAL_SYSTEM_DEVELOPMENT,0.0011924366553029773,17,96,593,ADAMTS16;FGF10;FGFR2;FRAS1;HNF1B;HPGD;LAMA5;MTSS1;NUP133;PKD1;PKHD1;PTCH1;RARB;SLIT2;SMAD4;SMAD5;SOX4
72,GO_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,0.0012020162386795865,9,35,593,BHLHB9;C21orf91;CRTC1;EEF2K;FOXO6;NLGN1;PTPRD;VLDLR;ZMYND8
98,GO_UROGENITAL_SYSTEM_DEVELOPMENT,0.0012034577180418512,19,113,593,ADAMTS16;AR;FGF10;FGFR2;FRAS1;HNF1B;HPGD;LAMA5;MTSS1;NUP133;PKD1;PKHD1;PLAG1;PTCH1;RARB;SLIT2;SMAD4;SMAD5;SOX4
116,GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,0.0012509835220665224,14,72,593,CDH4;FGF10;FGFR2;HNF1B;NGF;NLGN3;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2;TBX2;ULK1
198,GO_POSTSYNAPSE_ORGANIZATION,0.0014113607602490273,13,65,593,ABI2;BHLHB9;CNKSR2;CTNND2;EEF2K;ETV5;GRID2;GRIN2B;LRRTM2;NLGN1;NLGN3;PTPRD;ZMYND8
96,GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,0.0014113607602490273,13,65,593,ADAMTS16;AR;ETV5;FGF10;FGFR2;HNF1B;LAMA5;NKX2-1;PKD1;PTCH1;SEMA3A;SLIT2;SMAD4
9,GO_GLAND_MORPHOGENESIS,0.0014416780707570626,11,50,593,AR;ETV5;FGF10;FGFR2;LAMA5;NRG3;PLAG1;PTCH1;SEMA3A;SOSTDC1;TBX2
42,GO_CELL_CELL_ADHESION,0.0015100987446136816,40,314,593,ADGRL1;ADGRL3;AJUBA;ANXA9;ARVCF;CD160;CDH4;CLDN15;CNTN4;CTNND2;DSP;FAT3;GRID2;LAMA5;LAMB1;MDGA1;NLGN1;NLGN3;NTNG1;PCDH10;PCDH11X;PCDH18;PCDHB10;PCDHB14;PCDHB15;PCDHB3;PCDHB4;PCDHB5;PCDHB9;PDE5A;PIK3R1;PKD1;PKHD1;PKP1;PTPRD;RAG1;SLITRK2;SLITRK3;TRO;UNC5D
136,GO_BEHAVIOR,0.0015209033426394469,28,197,593,ADGRL3;BHLHB9;CRTC1;DDHD2;ETV5;FGF12;FOXO6;FZD4;GRIN2B;HTR2C;LMX1A;MORC1;MTA1;MTNR1B;NAPEPLD;NAV2;NGF;NKX2-1;NLGN1;NLGN3;NPAS1;NPY2R;PREX2;RAG1;SLITRK5;TTBK1;USP46;VLDLR
203,GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS,0.0015624133995859025,53,448,593,AJUBA;AR;C11orf95;CBX2;CBX5;EID2B;FGFR2;FOXK1;FOXO4;FOXO6;FZD1;GATAD2B;H4C8;HCFC2;HEY1;HNF1B;HOXB3;HOXB4;KDM8;LBH;MORC1;MTA1;MTA3;NKX2-1;NOTO;NPAS1;PEG3;PRDM5;PRICKLE1;PTCH1;PURA;RARB;RBFOX2;RCOR2;SMAD4;SMAD5;SOX6;TBX2;TBX4;TBX5;TET1;TRIM24;ZFP90;ZKSCAN3;ZMYND8;ZNF175;ZNF268;ZNF425;ZNF501;ZNF536;ZNF568;ZNF658;ZNF776
26,GO_SECOND_MESSENGER_MEDIATED_SIGNALING,0.0017151760557109074,21,134,593,ADCY2;ADCY6;ADGRG6;ADGRL1;ADGRL3;ADRA1D;CRHR1;GNAI1;GPR161;GPR61;GRIN2B;GUCA2B;GUCY1A2;HTR2C;MTNR1B;NCALD;NOS2;NPY2R;PDE5A;SGCD;XCR1
29,GO_DEVELOPMENTAL_INDUCTION,0.001829489171523835,3,4,593,AR;FGF10;NKX2-1
196,GO_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,0.001829489171523835,3,4,593,GRID2;LRRTM2;PTPRD
106,GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,0.0018969150140426593,6,18,593,NCAM1;PLXNB1;SEMA3A;SEMA4G;SEMA6C;SEMA6D
18,GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,0.00191486405133136,7,24,593,ADAMTS12;ADAMTS7;ANXA9;AXIN2;PKDCC;RARB;SOX6
159,GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,0.0019525278588528989,25,172,593,ADGRG6;ADGRL1;ADGRL3;ADRA1D;CRHR1;FZD1;FZD4;GPR158;GPR161;GPR173;GPR31;GPR61;GPR63;HPGD;HTR2C;MAS1L;MTNR1B;NPY2R;OR1K1;OR2A25;OR4C6;OR6C68;OR6C70;PTGDR;XCR1
120,GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,0.0020607089365656823,4,8,593,GUCY1A2;NOS2;NPY2R;PDE5A
166,GO_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY,0.0020607089365656823,4,8,593,AR;AXIN2;FGF10;FGFR2
169,GO_OSTEOBLAST_PROLIFERATION,0.0020607089365656823,4,8,593,FGFR2;FIGNL1;PLXNB1;TNN
152,GO_FILOPODIUM_TIP,0.0020607089365656823,4,8,593,ABI2;MORN4;MYO3A;NLGN1
73,GO_HEART_DEVELOPMENT,0.0022226791495918953,26,183,593,ADGRG6;ANXA9;AXIN2;DAND5;DSP;EPOR;FGF12;FGFR2;FLRT2;FZD1;HEY1;LEMD2;NOTO;NPY2R;PKD1;PRICKLE1;PTCH1;RARB;SGCD;SLIT2;SMAD4;SOX4;SOX6;SYNPO2L;TBX2;TBX5
41,GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.002243518458110979,9,38,593,FGFR3;MSTN;PTCH1;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;TBX5
37,GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.0022458065079923686,19,119,593,ADCY6;CNTN4;CRMP1;GPR161;GPR173;HEY1;LMX1A;MYLIP;NLGN1;NLGN3;NRG3;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2;TNN;ZNF536
38,GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE,0.0022467478630139055,5,13,593,C17orf99;CAMP;CD160;NOS2;RAB17
74,GO_TUBE_DEVELOPMENT,0.002329256541723365,43,352,593,ADAMTS12;ADAMTS16;ANXA9;AR;CD160;ETV5;FGF10;FGFR2;FOXO4;FZD1;FZD4;GAB1;GPR161;HEY1;HNF1B;HOXA3;HOXB3;HPGD;IL17F;JCAD;LAMA5;MTSS1;NKX2-1;NOTO;NUP133;PKD1;PKDCC;PRICKLE1;PRL;PTCH1;RARB;SEMA5A;SGCD;SLIT2;SMAD4;SMAD5;SOSTDC1;SOX4;TBC1D20;TBX2;TBX4;TBX5;WDR48
138,GO_BIOLOGICAL_ADHESION,0.0023717694460760564,57,499,593,ADAMTS12;ADGRL1;ADGRL3;AJUBA;ANXA9;ARVCF;CD160;CDH4;CDON;CLDN15;CNTN4;CTNND2;DSP;FAT3;FLRT2;FZD4;GRID2;HAPLN1;JCAD;LAMA5;LAMB1;MDGA1;MTSS1;NCAM1;NLGN1;NLGN3;NPY2R;NTNG1;PCDH10;PCDH11X;PCDH18;PCDHB10;PCDHB14;PCDHB15;PCDHB3;PCDHB4;PCDHB5;PCDHB9;PDE5A;PIK3R1;PKD1;PKHD1;PKP1;PLXNB1;PTPRD;RADIL;RAG1;RGMB;SEMA5A;SLITRK2;SLITRK3;SPAM1;SPECC1L;TMEM8B;TNN;TRO;UNC5D
60,GO_RENAL_TUBULE_DEVELOPMENT,0.0024819039700118436,7,25,593,ADAMTS16;HNF1B;LAMA5;MTSS1;PKD1;PTCH1;SMAD4
158,GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING,0.0025273263901255867,41,333,593,AR;BRF1;ETV5;FOXK1;GATAD2B;HEY1;HNF1B;HOXA3;HOXB3;HOXB4;IRF2BP2;LMX1A;MTA1;MYT1;NKX2-1;NOTO;PLAG1;PRDM5;PURA;RARB;RCOR2;RFX7;RXRB;SMAD4;SMAD5;SOX4;SOX6;TBX2;TBX4;TBX5;TEF;TRIM24;ZKSCAN3;ZNF175;ZNF322;ZNF462;ZNF501;ZNF507;ZNF536;ZNF568;ZNF658
62,GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,0.002544036033758321,72,663,593,ACVR2A;ADGRL1;ADGRL3;ADRA1D;ANXA9;AR;ASPA;AXIN2;BHLHB9;C1QTNF3;C1QTNF4;C21orf91;CD160;CDH4;CDON;CLEC9A;CRTC1;EEF2K;ENC1;ETV5;FGF10;FGFR2;FLRT2;FOXO6;FZD1;FZD4;GAB1;GDPD5;GRID2;IL17F;IL26;JCAD;LBH;LINGO2;LRRTM2;LRRTM3;MTNR1B;NGF;NLGN1;NLGN3;NPY2R;NUMA1;PDE5A;PIK3R1;PKDCC;PLAG1;PLXNB1;PRKAB2;PRL;PTPRD;PUM2;RAG1;RARB;RNF112;RNF125;SEMA3A;SEMA5A;SLIT2;SLITRK2;SLITRK3;SLITRK5;SMAD4;SMAD5;SOX6;TBX2;TBX5;TTBK1;VLDLR;VSTM5;YBX2;ZMYND8;ZNF322
147,GO_EXCITATORY_SYNAPSE,0.002590368421157021,6,19,593,FGFR2;GRID2;LRRTM2;NLGN1;NLGN3;SLC6A9
32,GO_REGULATION_OF_AXON_GUIDANCE,0.002590368421157021,6,19,593,SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2
212,GO_POSTSYNAPTIC_DENSITY_MEMBRANE,0.002590368421157021,6,19,593,CNKSR2;GRID2;GRIN2B;LRRTM2;LRRTM3;SLITRK3
102,GO_TUBE_MORPHOGENESIS,0.0027853566627160527,36,284,593,ADAMTS12;ADAMTS16;ANXA9;AR;CD160;ETV5;FGF10;FGFR2;FOXO4;FZD1;FZD4;GAB1;HEY1;HNF1B;HOXA3;HOXB3;HPGD;IL17F;JCAD;LAMA5;MTSS1;NKX2-1;NOTO;PKD1;PRICKLE1;PRL;PTCH1;SEMA5A;SGCD;SLIT2;SMAD4;SOSTDC1;SOX4;TBX2;TBX4;TBX5
89,GO_SEX_DIFFERENTIATION,0.0028085228980780936,16,95,593,ACVR2A;AR;CASP2;CBX2;DACH2;FGF10;FZD4;NKX2-1;PKD1;PLEKHA1;SEMA3A;SLIT2;SMAD4;SMAD5;TBC1D20;WDR48
150,GO_POSTSYNAPTIC_MEMBRANE,0.0029142697468652816,17,104,593,CAMK2A;CHRNA2;CNKSR2;GABRA2;GABRB2;GRID2;GRID2IP;GRIN2B;LRRTM2;LRRTM3;LRRTM4;NLGN1;NLGN3;RNF112;SLC6A9;SLITRK2;SLITRK3
141,GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.0029142697468652816,17,104,593,BHLHB9;C21orf91;CDH4;CRTC1;EEF2K;ENC1;FOXO6;FZD1;FZD4;NGF;NLGN1;PLXNB1;PTPRD;SEMA5A;SLIT2;VLDLR;ZMYND8
178,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,0.002962524546605178,69,634,593,ACVR2A;AR;BEX1;BRF1;CDON;CRTC1;EBF4;ETV5;FGF10;FGFR2;FOXK1;FOXO4;FOXO6;FZD1;FZD4;HCFC2;HEY1;HNF1B;HOXA3;HOXB3;HOXB4;IL17F;IL26;IRF2BP2;JADE1;KDM8;LBH;LMX1A;MAMSTR;MOV10;MSTN;MTA1;MTA3;MYT1;NDP;NKX2-1;NPAS1;PEG3;PIK3R1;PKD1;PLAG1;PRL;PRR5L;PTCH1;RARB;RGMB;RXRB;SMAD4;SMAD5;SOX4;SOX6;SSBP2;TAF15;TAF1L;TBX2;TBX4;TBX5;TEF;TET1;TNKS;TRIM24;ZCCHC18;ZFP90;ZFX;ZKSCAN3;ZNF175;ZNF268;ZNF462;ZNF501
52,GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT,0.0032709963124748415,5,14,593,FGF10;FGFR2;HNF1B;PKDCC;RARB
50,GO_FEAR_RESPONSE,0.0032709963124748415,5,14,593,HTR2C;MORC1;NPY2R;RAG1;USP46
222,GO_SEQUENCE_SPECIFIC_DOUBLE_STRANDED_DNA_BINDING,0.003271148415690212,38,307,593,AR;BRF1;ETV5;FOXK1;GATAD2B;HEY1;HNF1B;HOXA3;HOXB3;HOXB4;IRF2BP2;LMX1A;MTA1;MYT1;NKX2-1;NOTO;PLAG1;PRDM5;PURA;RARB;RFX7;RXRB;SMAD4;SMAD5;SOX4;SOX6;TBX2;TBX4;TBX5;TEF;TRIM24;ZKSCAN3;ZNF175;ZNF462;ZNF507;ZNF536;ZNF568;ZNF658
216,GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,0.00334368711033317,8,33,593,CNKSR2;GABRB2;GRID2;GRIN2B;LRRTM2;LRRTM3;NLGN1;SLITRK3
100,GO_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.0034579434635196847,6,20,593,DAND5;FZD1;LEMD2;NUMA1;SMAD4;SOSTDC1
108,GO_OUTFLOW_TRACT_MORPHOGENESIS,0.0034579434635196847,6,20,593,FGFR2;FZD1;NPY2R;RARB;SMAD4;TBX2
10,GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,0.00347961054979909,4,9,593,FGFR2;RARB;SMAD4;TBX2
46,GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD,0.00347961054979909,4,9,593,AR;FGF10;FGFR2;SOSTDC1
66,GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.00347961054979909,4,9,593,DAND5;FZD1;LEMD2;SOSTDC1
6,GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.0037318619631826503,15,89,593,ADCY6;CNTN4;CRMP1;HEY1;LMX1A;MYLIP;NLGN1;NLGN3;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2;ZNF536
170,GO_APPENDAGE_MORPHOGENESIS,0.003734208605165716,11,56,593,FGF10;FGFR2;FRAS1;PKDCC;PTCH1;RARB;SMAD4;SOX4;TBX2;TBX4;TBX5
78,GO_NEURON_MIGRATION,0.003734208605165716,11,56,593,ADGRL3;CAMK2A;FLRT2;GPR173;MARK1;MDGA1;NKX2-1;NRG3;SEMA3A;TNN;UNC5D
58,GO_CHONDROCYTE_DIFFERENTIATION,0.003900593247803124,9,41,593,ADAMTS12;ADAMTS7;ANXA9;AXIN2;FGFR3;MATN3;PKDCC;RARB;SOX6
4,GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.00396207138807782,19,125,593,ADCY6;CNTN4;CRMP1;GPR173;HEY1;LMX1A;MYLIP;NLGN1;NLGN3;NRG3;SEMA3A;SEMA4G;SEMA5A;SEMA6C;SEMA6D;SLIT2;SMAD4;TNN;ZNF536
87,GO_HEAD_DEVELOPMENT,0.0040128560999638865,34,270,593,ADGRL3;C21orf91;CASP2;CDON;CNTN4;EPOR;FANCC;FGF10;FGFR2;FZD1;FZD4;GDPD5;GRID2;GRIN2B;HNF1B;HOXB3;LAMB1;LMX1A;MDGA1;NKX2-1;NRG3;PCDH18;PLEKHA1;POU3F4;PTCH1;RARB;RBFOX2;SEMA3A;SEMA5A;SEMA6D;SLIT2;SLITRK5;TSPAN2;TTBK1
223,GO_ADHERENS_JUNCTION,0.004200915123622312,10,49,593,ABI2;AJM1;AJUBA;ARVCF;CDH4;CTNND2;JCAD;MPP4;PKP1;POF1B
81,GO_NEURON_CELL_CELL_ADHESION,0.004305968310355835,3,5,593,CNTN4;NLGN1;NLGN3
217,GO_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX,0.004305968310355835,3,5,593,CACNA1S;CACNA2D1;CACNG1
204,GO_RESPONSE_TO_FORSKOLIN,0.004305968310355835,3,5,593,ADCY2;ADCY6;GNAI1
31,GO_POSITIVE_REGULATION_OF_BEHAVIOR,0.004305968310355835,3,5,593,MTNR1B;NLGN1;NPY2R
206,GO_INHIBITORY_SYNAPSE_ASSEMBLY,0.004305968310355835,3,5,593,GABRA2;GABRB2;PLXNB1
211,GO_NEGATIVE_REGULATION_OF_NEURON_MIGRATION,0.004305968310355835,3,5,593,GPR173;NRG3;TNN
67,GO_CARDIOBLAST_DIFFERENTIATION,0.004305968310355835,3,5,593,PRICKLE1;TBX2;TBX5
94,GO_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY,0.004305968310355835,3,5,593,GUCA2A;GUCA2B;NOS2
112,GO_CARDIAC_CHAMBER_FORMATION,0.004305968310355835,3,5,593,SOX4;TBX2;TBX5
20,GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM,0.004305968310355835,3,5,593,FGF10;FGFR2;HNF1B
184,GO_LATERAL_SPROUTING_FROM_AN_EPITHELIUM,0.004305968310355835,3,5,593,AR;FGF10;FGFR2
179,GO_LIMB_BUD_FORMATION,0.004305968310355835,3,5,593,FGF10;FGFR2;SOX4
43,GO_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY,0.004305968310355835,3,5,593,GUCA2A;GUCA2B;NOS2
