,go,pv,k,n,N,genes
94,GO_MUSCLE_STRUCTURE_DEVELOPMENT,1.357836101564212e-07,48,202,829,BVES;CAV1;CAV2;CAV3;COL3A1;CREB1;CXCL9;DYRK1B;EFNB2;EOMES;FGF20;FOXL2;FZD2;FZD7;GLI1;GPC1;HLF;HLX;HOXD9;ID3;IGF1;IGFBP5;LBX1;MAPK11;MEOX2;METTL21C;MMP14;MYH14;MYOZ1;NOX4;NR2F2;PI16;PRKAA1;QKI;RAMP2;SEMA4C;SGCB;SGCE;SMO;TCF23;TGFB2;TMEM204;TRIM32;TWIST1;USP19;WNT10B;YY1;ZFPM2
182,GO_CONNECTIVE_TISSUE_DEVELOPMENT,1.7911150575917726e-07,28,90,829,CD34;CHADL;COL1A1;COL5A1;COL6A2;CSGALNACT1;DYRK1B;EFEMP1;GDF5;GLI2;HOXA5;HOXC4;ID4;LRP6;LTBP3;MAPK3;MDK;NFIB;OSR1;PDGFD;RARG;SCARA3;SNAI2;THRA;WNT10B;WNT5B;WNT7A;ZNF219
107,GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,1.8446955904481318e-07,27,85,829,CAV1;CAV2;CAV3;CDKN1C;CLDN5;COL1A1;COL1A2;COL3A1;CREB1;CX3CR1;EMILIN1;FBN1;FMOD;GDF5;ITGA3;LTBP3;MEN1;MXRA5;NOX4;NREP;PDGFD;SFRP1;SMAD9;TGFB1I1;TGFB2;WNT7A;ZFYVE9
267,GO_BASEMENT_MEMBRANE,2.1667846294934848e-07,16,35,829,AGRN;ANG;CCDC80;COL5A1;EFEMP2;EGFL6;ENTPD2;FBN1;FREM1;FREM3;LAMA4;LAMB4;LOXL1;NID2;SPARC;THBS4
180,GO_MESENCHYME_DEVELOPMENT,2.3213001951786193e-07,28,91,829,BNC2;COL1A1;CUL7;CYP26C1;DACT3;EDNRA;EOMES;FOXF2;HOXA5;KITLG;LRP6;MAPK3;MDK;NRTN;OSR1;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SPRY1;STAT1;TEAD2;TGFB1I1;TGFB2;TWIST1;ZFPM2
18,GO_COLLAGEN_FIBRIL_ORGANIZATION,2.492233918365812e-07,13,24,829,CHADL;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;DPT;EMILIN1;FMOD;MMP11;P3H4;PLOD2;TGFB2
340,GO_EPITHELIAL_TUBE_MORPHOGENESIS,2.747198034794387e-07,32,113,829,CAV3;CTHRC1;EDNRA;EFNB2;EOMES;FZD2;FZD6;GLI2;HOXA5;HOXB7;IRX3;LBX1;LMO4;LRP6;LZTS2;MDK;MEGF8;MMP14;OSR1;PBX1;RARG;SEMA3E;SEMA4C;SFRP1;SMO;SPRY1;SUFU;TBX21;TEAD2;TGFB2;TRIM71;TWIST1
144,GO_NEUROGENESIS,2.7516754694588565e-07,107,609,829,AGRN;ANOS1;APBB1;APCDD1;ASCL2;ATOH1;ATP8A2;BCHE;BEND6;BRINP3;C1QL1;CDK6;CDKN1C;CHAC1;COL3A1;CREB1;CTHRC1;CUL7;CX3CR1;CYB5D2;DAPK3;DBN1;DCLK1;DIXDC1;DLX5;DNM3;DPYSL3;EFNB2;EFNB3;EOMES;EPHA6;EPHB3;ESRP1;FGF13;FGF20;FRY;FZD2;FZD7;FZD8;GAS6;GDF5;GJC2;GLI2;GPC1;GPM6A;GPRC5B;HCN1;HDAC11;HOXA2;HOXD9;ID3;ID4;IRX3;ITGA3;LBX1;LLGL1;LMO4;LMX1B;LRP6;LRTM1;MAG;MAPK3;MDGA2;MDK;MEGF8;METRN;MMP14;MYCL;MYRF;NCK2;NDN;NFIB;NR2F1;NR2F2;NREP;NRTN;OLIG1;PBX1;PLXNA1;POMGNT2;PRAG1;PRUNE1;PSPN;S1PR5;SCARB2;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SOX14;SPOCK1;SRRM4;STMN3;SUFU;TGFB2;THY1;TMEM108;TMEM98;TRAK2;TRIM32;TWIST1;UNK;WNT10B;WNT5B;WNT7A;ZC4H2
137,GO_HEART_DEVELOPMENT,3.193970830422046e-07,44,183,829,APLN;BICC1;BVES;CAV3;CLDN5;COL3A1;COL5A1;CREB1;EDNRA;EFNB2;EMILIN1;EOMES;FBN1;FGF20;FZD2;FZD7;GLI1;GLI2;ID3;IGF1;ITGA3;LBX1;LMO4;LRP6;MAPK11;MAPK3;MEGF8;NOX4;OSR1;PI16;RAMP2;SEMA3C;SGCB;SMO;SNAI2;SPARC;SPRY1;SUFU;TBX21;TEAD2;TGFB2;TWIST1;YY1;ZFPM2
213,GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT,4.668261656820306e-07,72,367,829,ACKR3;AMOT;AMOTL2;ANGPT1;ATOH8;CADM4;CARD10;CASS4;CAV1;CAV3;CAVIN1;CD200;CDK6;CLDN5;COL1A1;COL3A1;CX3CR1;DACH1;DAPK3;DMTN;DPYSL3;EMILIN1;F7;FGF13;FGF16;FLT4;GAS6;HOXA7;IGF1;IGFBP5;ITGA3;KITLG;LAMA4;LMO4;MAPK3;MAPRE2;MDK;MEGF8;MEOX2;MMP14;MMP28;NOX4;NR2F2;PDGFA;PDGFD;PLXNA1;PPM1F;PRAG1;RDX;RHOJ;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SOX14;SPARC;SPOCK2;SRGAP2B;SSX2IP;SYDE1;TBXA2R;TCAF1;TGFB2;THBS4;THY1;TIE1;TRIM32;TWIST1;WNT5B;WNT7A
127,GO_REGULATION_OF_CELL_DIFFERENTIATION,4.669484846290324e-07,119,704,829,AAMDC;APBB1;ASCL2;ATOH1;ATOH8;ATP8A2;BEND6;BRINP3;CASS4;CAV1;CAV3;CD34;CDK6;CDKN1C;CHADL;CLDN5;COL1A1;COL3A1;COL5A1;COL5A2;CREB1;CTHRC1;CUL7;CX3CR1;CXCL9;CYB5D2;DACT3;DBN1;DIXDC1;DMTN;DNM3;DPF2;DPYSL3;EFEMP1;EFNB2;EFNB3;EPHB3;ESRP1;FBN1;FGF13;FGF20;FZD7;GAS6;GDF5;GJC2;GLI1;GLI2;GPC1;GPRC5B;H3C13;H4C11;HLA-G;HLX;HOXA2;HOXA5;HOXA7;HOXB8;HTR2A;ID3;ID4;IGF1;IGFBP5;IRX3;ITGA3;KITLG;LBX1;LMO4;LTBP3;MAG;MAPK11;MDK;MEGF8;MEN1;METRN;MMP11;MMP14;MYCL;NR2F1;NREP;OSR1;PBX1;PI16;PLXNA1;PRAG1;PRMT6;PRUNE1;RAMP2;RARG;S1PR5;SCARB2;SEMA3C;SEMA3E;SEMA4C;SFRP1;SFRP4;SMO;SNAI2;SOX14;SPOCK1;SPOCK2;STAT1;SUFU;TBX21;TEAD2;TGFB1I1;TGFB2;THY1;TLR3;TMEM98;TRAK2;TRIM32;TWIST1;WNT10B;WNT5B;WNT7A;YY1;ZC4H2;ZFPM2;ZNF219
134,GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,5.551415059049626e-07,16,37,829,AMOT;CARD10;CLDN5;CX3CR1;EMILIN1;HLA-G;HOXA5;ISM1;MEOX2;SEMA3E;SPARC;STAT1;TBXA2R;TGFB2;THBS4;TIE1
239,GO_REGIONALIZATION,7.327052575177393e-07,31,112,829,CYP26C1;EOMES;GLI1;GLI2;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;IRX3;LMX1B;LRP6;MEGF8;MEOX2;NR2F2;OSR1;PBX1;RARG;SEMA3C;SFRP1;SMO;SPRY1;SUFU;WNT7A;YY1
46,GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,9.249280908381357e-07,68,346,829,AGRN;APBB1;ASCL2;ATOH1;ATP8A2;BEND6;BRINP3;CBLN2;COL3A1;CREB1;CUL7;CX3CR1;CYB5D2;DBN1;DIXDC1;DNM3;DPYSL3;EFNB2;EFNB3;EPHB3;ESRP1;FGF13;FGF20;FZD2;GDF5;GJC2;GLI1;GLI2;GPC6;GPRC5B;HOXA2;ID3;ID4;IRX3;ITGA3;LBX1;LRFN3;LRRN3;LRTM1;MAG;MDK;MEGF8;METRN;MYCL;MYRF;NR2F1;NREP;PBX1;PLXNA1;PRAG1;PRUNE1;RARG;S1PR5;SCARB2;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SOX14;SPOCK1;SUFU;THY1;TMEM98;TRAK2;TRIM32;WNT7A;ZC4H2
92,GO_MESENCHYMAL_CELL_DIFFERENTIATION,9.983445325259484e-07,24,76,829,COL1A1;CUL7;CYP26C1;DACT3;EDNRA;EOMES;FOXF2;KITLG;LRP6;MAPK3;MDK;NRTN;OSR1;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SPRY1;STAT1;TGFB1I1;TGFB2;TWIST1
19,GO_CARTILAGE_DEVELOPMENT,1.0137780427025017e-06,23,71,829,CHADL;COL1A1;COL6A2;CSGALNACT1;EFEMP1;GDF5;GLI2;HOXA5;HOXC4;LRP6;LTBP3;MAPK3;MDK;NFIB;OSR1;RARG;SCARA3;SNAI2;THRA;WNT10B;WNT5B;WNT7A;ZNF219
63,GO_AMEBOIDAL_TYPE_CELL_MIGRATION,1.051690895936024e-06,33,125,829,AMOT;AMOTL2;ANGPT1;ATOH8;CARD10;CLEC14A;DMTN;EFNB2;FAP;FGF16;FLT4;ITGA3;KANK2;KITLG;MAPRE2;MEGF8;MEOX2;NR2F2;NRTN;PKN3;PPM1F;RHOJ;SEMA3C;SEMA3E;SEMA4C;SMO;SPARC;SYDE1;TBXA2R;TGFB1I1;TGFB2;TWIST1;WNT7A
202,GO_NEURON_DIFFERENTIATION,1.2157278180135506e-06,90,503,829,AGRN;ANOS1;APBB1;ASCL2;ATOH1;ATP8A2;BEND6;BRINP3;C1QL1;CDKN1C;CREB1;CTHRC1;CUL7;CYB5D2;DAPK3;DBN1;DCLK1;DIXDC1;DLX5;DNM3;DPYSL3;EFNB2;EFNB3;EOMES;EPHA6;EPHB3;ESRP1;FGF13;FGF20;FRY;FZD2;FZD7;FZD8;GDF5;GLI2;GPC1;GPM6A;GPRC5B;HCN1;HOXA2;HOXD9;ID3;ID4;IRX3;ITGA3;LBX1;LLGL1;LMO4;LMX1B;LRP6;LRTM1;MAG;MAPK3;MDGA2;MDK;MEGF8;METRN;MYCL;NCK2;NDN;NFIB;NR2F1;NREP;NRTN;OLIG1;PBX1;PLXNA1;PRAG1;PSPN;S1PR5;SCARB2;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SPOCK1;SRRM4;STMN3;SUFU;TGFB2;THY1;TMEM108;TRAK2;TRIM32;UNK;WNT10B;WNT5B;WNT7A;ZC4H2
155,GO_OSSIFICATION,1.3393329247011972e-06,34,132,829,CDK6;COL1A1;COL1A2;COL5A2;CSGALNACT1;CTHRC1;DLX5;GDF5;GLI1;GLI2;HOXA2;ID3;ID4;IGF1;IGFBP5;LTBP3;MAPK3;MDK;MEN1;MMP14;MMP16;MRC2;OSR1;PBX1;SFRP1;SMO;SNAI2;SPARC;SUFU;TGFB2;THRA;TUFT1;TWIST1;WNT10B
270,GO_ENDOPLASMIC_RETICULUM_LUMEN,1.3393329247011972e-06,34,132,829,ADAMTS5;ADAMTSL1;ARSI;ARSK;BCHE;CERCAM;CES2;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A2;COLGALT2;EVA1A;F7;FBN1;FKBP10;FKBP7;FSTL1;GAS6;GPX8;IGFBP5;IGFBP7;MEN1;PDGFA;PDGFD;POGLUT2;POGLUT3;TMEM132A;TSPAN15;TSPAN5;WNT5B;WNT7A
214,GO_CRANIOFACIAL_SUTURE_MORPHOGENESIS,1.3853121026290502e-06,7,8,829,FREM1;INSIG2;MEGF8;MMP14;MMP16;RAB23;TWIST1
31,GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,1.9682908638627906e-06,16,40,829,HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;MEGF8;MMP14;MMP16;OSR1;TWIST1
29,GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,1.9692942768691387e-06,18,49,829,COL1A1;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;MEGF8;MMP14;MMP16;OSR1;PBX1;TWIST1
160,GO_VASCULOGENESIS,2.2518144292587397e-06,12,24,829,ACKR3;AMOT;CAV1;CD34;CUL7;QKI;RAMP2;SMO;TEAD2;TIE1;WNT7A;ZFPM2
251,GO_DEVELOPMENTAL_GROWTH,2.2627753465469994e-06,48,221,829,AGRN;APBA2;ATP8A2;BNC2;CAV3;CDKN1C;COL6A2;CREB1;DBN1;DCLK1;FGF13;FGF20;FOXL2;FOXS1;FZD7;GAMT;GAS1;GDF5;GLI1;GLI2;HLX;HOXA5;IGF1;LRP6;LZTS2;MAG;MAPK11;MDK;MEGF8;MYOZ1;NDN;PI16;PLXNA1;PSAPL1;RARG;SCARA3;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SPRY1;TGFB2;TMEM108;WNT10B;WNT7A;YY1;ZFPM2
33,GO_TISSUE_MORPHOGENESIS,2.3024835095003375e-06,52,247,829,CA9;CAV3;COL3A1;COL5A1;COL6A2;CTHRC1;EDNRA;EFNB2;EOMES;FOXF2;FZD2;FZD6;FZD7;GLI2;GPC6;HOXA5;HOXB2;HOXB7;ID4;IGFBP5;IRX3;ITGA3;LBX1;LMO4;LRP6;LZTS2;MDK;MEGF8;MMP14;OSR1;PBX1;PDGFA;PLXNA1;RARG;SCARA3;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SPRY1;STAT1;SUFU;TBX21;TEAD2;TGFB1I1;TGFB2;TRIM71;TWIST1;WNT7A;ZFPM2
158,GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION,2.3503757016840763e-06,22,69,829,CASS4;CCDC80;CDK6;COL1A1;DAPK3;DMTN;ECM2;EDIL3;EGFL6;EMILIN1;FZD7;HOXA7;ITGA3;MDK;MEN1;MMP14;PPM1F;SEMA3E;SFRP1;SPOCK1;SPOCK2;THY1
278,GO_GOLGI_LUMEN,2.419197718658633e-06,14,32,829,AGRN;F7;FMOD;GAS6;GOLIM4;GPC1;GPC6;MMP11;MMP14;MMP16;PDGFA;PROS1;WNT5B;WNT7A
225,GO_PATTERN_SPECIFICATION_PROCESS,2.782538449833086e-06,34,136,829,BICC1;CYP26C1;EOMES;GLI1;GLI2;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;IRX3;LBX1;LMX1B;LRP6;MEGF8;MEOX2;NR2F2;OSR1;PBX1;RARG;SEMA3C;SFRP1;SMO;SPRY1;SUFU;TBX21;WNT7A;YY1
115,GO_CHONDROCYTE_DIFFERENTIATION,2.901914738169071e-06,16,41,829,CHADL;COL6A2;EFEMP1;GDF5;GLI2;LTBP3;MDK;NFIB;OSR1;RARG;SCARA3;SNAI2;WNT10B;WNT5B;WNT7A;ZNF219
37,GO_MORPHOGENESIS_OF_AN_EPITHELIUM,3.5819037097720114e-06,47,218,829,CA9;CAV3;COL5A1;CTHRC1;EDNRA;EFNB2;EOMES;FOXF2;FZD2;FZD6;FZD7;GLI2;GPC6;HOXA5;HOXB2;HOXB7;ID4;IGFBP5;IRX3;LBX1;LMO4;LRP6;LZTS2;MDK;MEGF8;MMP14;OSR1;PBX1;PDGFA;PLXNA1;RARG;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SPRY1;STAT1;SUFU;TBX21;TEAD2;TGFB1I1;TGFB2;TRIM71;TWIST1;WNT7A
337,GO_ROOF_OF_MOUTH_DEVELOPMENT,3.7799353353034584e-06,14,33,829,BNC2;CLDN5;DLX5;EPHB3;FOXF2;FZD2;INSIG2;LRP6;MEOX2;OSR1;SNAI2;TGFB2;TWIST1;WNT7A
196,GO_BONE_MORPHOGENESIS,4.214362468246088e-06,16,42,829,COL1A1;COL6A2;CSGALNACT1;DLX5;FREM1;INSIG2;LRP6;LTBP3;MEGF8;MMP14;MMP16;RAB23;RARG;SCARA3;SFRP4;TWIST1
32,GO_POSITIVE_REGULATION_OF_LOCOMOTION,5.313650277609665e-06,47,221,829,ACKR3;ANGPT1;ATOH8;BVES;CASS4;CAV1;CAV2;CAVIN1;CHMP4C;COL1A1;CX3CR1;DAPK3;DMTN;F7;FGF16;FLT4;GAS6;IGF1;IGFBP5;ITGA3;KITLG;MAPK3;MAPRE2;MDK;MEGF8;MMP14;NOX4;PDGFA;PDGFD;PPM1F;RDX;RHOJ;SEMA3C;SEMA3E;SEMA4C;SMO;SNAI2;SPARC;SPOCK2;SYDE1;TGFB2;THBS4;THY1;TRIM32;TWIST1;WNT5B;WNT7A
195,GO_SENSORY_ORGAN_DEVELOPMENT,5.55160628236466e-06,41,183,829,ASCL2;ATOH1;ATP8A2;BFSP1;BNC2;CDKN1C;COL5A1;COL5A2;CTHRC1;DLX5;EFEMP1;ESRP1;FBN1;FGF20;FOXF2;FOXL2;FZD2;FZD6;GLI2;GPM6A;HCN1;HOXA2;INSIG2;LIM2;LRP6;MAB21L1;MAPK3;MYCL;OSR1;RARG;RHOJ;SLC17A7;SPARC;TGFB2;THY1;TSPAN12;TWIST1;WNT10B;WNT5B;WNT7A;YY1
258,GO_REGULATION_OF_VASCULATURE_DEVELOPMENT,5.563394896686966e-06,28,105,829,AMOT;CARD10;CD34;CLDN5;CX3CR1;EFNB2;EMILIN1;HLA-G;HOXA5;ISM1;MDK;MEOX2;PDGFD;RAMP2;RHOJ;SEMA3E;SFRP1;SPARC;STAT1;TBXA2R;TGFB2;THBS4;TIE1;TLR3;TMIGD2;TSPAN12;TWIST1;VASH2
353,GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,5.6389104454212e-06,7,9,829,ANGPT1;DCLK1;DCLK3;LZTS2;RAB23;SUFU;TMEM98
361,GO_CAVEOLA,6.350310794147776e-06,13,30,829,ADRA1B;BVES;CAV1;CAV2;CAV3;CAVIN1;CAVIN3;GASK1A;HTR2A;LRP6;MAPK3;MLC1;SMO
307,GO_GROWTH_FACTOR_BINDING,8.525786266383187e-06,16,44,829,COL1A1;COL1A2;COL3A1;COL5A1;ESM1;FGFBP2;FGFR4;FLT4;GPC1;IGFALS;IGFBP5;IGFBP6;IGFBP7;IL11RA;LTBP3;PDGFA
237,GO_REGULATION_OF_CELL_DEVELOPMENT,8.799764783850347e-06,65,347,829,APBB1;ASCL2;ATOH1;ATP8A2;BEND6;BRINP3;CASS4;CAV3;CLDN5;COL3A1;CREB1;CUL7;CX3CR1;CYB5D2;DBN1;DIXDC1;DMTN;DNM3;DPYSL3;EFNB2;EFNB3;EPHB3;ESRP1;FBN1;FGF13;FGF20;GDF5;GJC2;GLI2;GPRC5B;HOXA2;ID3;ID4;IGF1;IRX3;ITGA3;LBX1;MAG;MDK;MEGF8;METRN;MYCL;NR2F1;NREP;PBX1;PI16;PLXNA1;PRAG1;PRUNE1;S1PR5;SCARB2;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SOX14;SPOCK1;THY1;TMEM98;TRAK2;TRIM32;WNT7A;YY1;ZC4H2
8,GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,9.091252183630642e-06,31,125,829,ASCL2;CAV3;COL3A1;DIXDC1;DMTN;DNM3;DPYSL3;EFNB2;EFNB3;FBN1;FGF13;HOXA2;ID3;ID4;IGF1;IRX3;LBX1;MAG;NR2F1;PBX1;PI16;PRAG1;SEMA3C;SEMA3E;SEMA4C;SPOCK1;THY1;TMEM98;TRAK2;WNT7A;YY1
199,GO_SENSORY_ORGAN_MORPHOGENESIS,1.1175839271647631e-05,24,86,829,ATOH1;ATP8A2;COL5A1;COL5A2;CTHRC1;DLX5;EFEMP1;FBN1;FOXF2;FOXL2;FZD2;FZD6;GLI2;HCN1;HOXA2;INSIG2;LRP6;MAPK3;OSR1;RARG;THY1;TSPAN12;TWIST1;YY1
162,GO_TUBE_FORMATION,1.2665455244382581e-05,17,50,829,ATOH8;CTHRC1;FZD2;FZD6;IRX3;LMO4;LRP6;NFIB;OSR1;RARG;SEMA4C;SFRP1;SUFU;TEAD2;TGFB2;TRIM71;TWIST1
119,GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,1.2781649701492233e-05,19,60,829,BVES;CAV1;CAV2;EOMES;FOXL2;GPC1;HLF;HLX;HOXD9;MEOX2;METTL21C;MYH14;MYOZ1;NR2F2;PRKAA1;SMO;TWIST1;USP19;WNT10B
97,GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,1.505413533457884e-05,70,388,829,AFAP1L2;ANGPT1;ANGPTL1;ANOS1;APLN;ATOH8;BTBD11;CADM4;CAV1;CAV2;CAV3;CDKN1C;CLDN5;COL1A1;COL1A2;COL3A1;CREB1;CTDSPL2;DACT2;DLX5;EFEMP1;EFNB2;EFNB3;EMILIN1;EPHA6;EPHB3;ESM1;ESRP1;F7;FBN1;FGF16;FGF20;FGFR4;FLT4;FMOD;FSTL1;GAS6;GDF5;GPC1;IGF1;IGFBP5;IGFBP6;ITGA3;LTBP3;MAPK11;MAPK3;MEGF8;MEN1;MVB12B;NCK2;NDN;NREP;NRTN;PDGFA;PDGFD;PDGFRL;PRKAA1;SFRP1;SFRP4;SMAD9;SPRY1;TGFB1I1;TGFB2;TIE1;TMEM108;TMEM204;TNK1;TRIM71;TXNIP;ZFYVE9
249,GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,1.5134805986923893e-05,30,122,829,ATOH8;BTBD11;CAV1;CAV2;CAV3;CDKN1C;CLDN5;COL1A2;COL3A1;CREB1;CTDSPL2;DACT2;DLX5;EMILIN1;FBN1;FMOD;FSTL1;GDF5;ITGA3;LTBP3;MAPK3;MEGF8;MEN1;NREP;SFRP1;SFRP4;SMAD9;TGFB1I1;TGFB2;ZFYVE9
304,GO_PLATELET_DERIVED_GROWTH_FACTOR_BINDING,1.598961199908943e-05,5,5,829,COL1A1;COL1A2;COL3A1;COL5A1;PDGFA
206,GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,1.619397042573218e-05,86,505,829,AAMDC;AGRN;AMOT;APBB1;ATOH1;ATOH8;ATP8A2;BEND6;BRINP3;CASS4;CAV3;CBLN2;CD34;CLDN5;COL1A1;CREB1;CTHRC1;CUL7;CX3CR1;CXCL9;CYB5D2;DBN1;DMTN;DPYSL3;EFNB2;EPHB3;FGF20;FOXS1;GAS6;GDF5;GJC2;GLI1;GLI2;GPC1;GPRC5B;HLA-G;HLX;HOXA5;HOXB7;HTR2A;IGF1;IRX3;ITGA3;KITLG;LRRN3;LRTM1;LTBP3;MAG;MAPK11;MDK;MEGF8;METRN;MMP14;MYRF;OSR1;PDGFA;PDGFD;PLXNA1;PRKAA1;RAMP2;RHOJ;SCARB2;SEMA3C;SFRP1;SFRP4;SMO;SNAI2;SPRY1;STAT1;SYDE1;TBX21;TBXA2R;TGFB1I1;TGFB2;TIE1;TLR3;TMIGD2;TRIM32;TWIST1;VASH2;WNT10B;WNT5B;WNT7A;ZC4H2;ZFPM2;ZNF219
256,GO_REGULATION_OF_OSSIFICATION,2.1611258931268283e-05,19,62,829,CDK6;CTHRC1;GLI1;HOXA2;ID3;IGF1;IGFBP5;LTBP3;MAPK3;MDK;MEN1;OSR1;PBX1;SFRP1;SNAI2;SUFU;TGFB2;TWIST1;WNT10B
287,GO_WNT_PROTEIN_BINDING,2.4367948128303505e-05,9,17,829,APCDD1;CTHRC1;FZD2;FZD6;FZD7;FZD8;LRP6;SFRP1;SFRP4
292,GO_CALCIUM_ION_BINDING,2.4716640759360886e-05,49,247,829,ADGRE1;AGRN;ANXA8;CD248;CDH6;CIB2;CPS1;EDIL3;EFEMP1;EFEMP2;EGFL6;EPDR1;F7;FBN1;FKBP10;FKBP7;FKBP9;FSTL1;GAS6;GNPTAB;LTBP3;MEGF8;MEX3B;MYL1;NECAB1;NID2;NOX5;PCDH17;PCDHA1;PCDHA10;PCDHA11;PCDHA2;PCDHA9;PCDHB12;PCDHB13;PCDHB6;PCDHB8;PCDHGA6;PCDHGC5;PLA2G4C;PLS3;PRF1;PROS1;PRRG1;SPARC;SPOCK1;SPOCK2;SYT6;THBS4
187,GO_RESPIRATORY_SYSTEM_DEVELOPMENT,2.588187292097694e-05,20,68,829,CREB1;DLX5;FLT4;GLI1;GLI2;HOXA5;IGFBP5;ITGA3;LRP6;LTBP3;MAPK3;MMP14;NFIB;PDGFA;RARG;SPARC;SPRY1;THRA;TNS3;ZFPM2
145,GO_GROWTH,2.7757416838138485e-05,63,345,829,AGRN;APBA2;APBB1;ATP8A2;BNC2;CAV3;CDKN1C;COL6A2;CREB1;DACT3;DBN1;DCLK1;FGF13;FGF20;FOXL2;FOXS1;FZD7;GAMT;GAS1;GAS6;GDF5;GLI1;GLI2;HDGFL2;HLX;HOXA5;IGF1;IGFBP5;IGFBP7;KIF26A;KLHL22;LRP6;LZTS2;MAG;MAPK11;MDK;MEGF8;MMP14;MYOZ1;NDN;PI16;PLXNA1;PPM1F;PSAPL1;RARG;SCARA3;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SPOCK1;SPRY1;TGFB2;TLE5;TMEM108;TNK1;TRIM32;UBE2E3;WNT10B;WNT7A;YY1;ZFPM2
211,GO_NEGATIVE_REGULATION_OF_OSSIFICATION,2.8026871888693712e-05,10,21,829,CDK6;HOXA2;ID3;IGFBP5;LTBP3;MDK;MEN1;SFRP1;SUFU;TWIST1
263,GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,2.8509240308232732e-05,99,610,829,ACKR4;ADGRE1;ADRA1B;APCDD1;AVPR2;BRS3;CADM3;CALHM5;CALHM6;CAV1;CAV2;CAV3;CD200;CD34;CD47;CNGA1;CPT1C;CX3CR1;DCLK1;EDNRA;EFNB2;EFNB3;EMILIN1;EPHA6;EPHB3;FGFR4;FLT4;FZD6;GABRA1;GABRD;GAL3ST1;GAS1;GPC1;GPC6;GPM6A;HCN1;HTR1B;HTR1F;HTR2A;IL11RA;ITGA3;KCNA4;KCNG4;KCNK12;KLRF1;LPAR4;LRFN3;MAG;MMP14;MMP16;NMUR1;NOX4;NOX5;OPN1LW;P2RX6;PALM;PCDH17;PCDHA1;PCDHA10;PCDHA11;PCDHA2;PCDHA9;PCDHB12;PCDHB13;PCDHB6;PCDHB8;PCDHGA6;PCDHGC5;PLXNA1;PRRG1;PTGER1;PTGFR;RAMP2;REEP2;RGS7BP;SEMA3C;SEMA3E;SEMA4C;SGCB;SGCE;SHISA6;SLC15A2;SLC17A7;SLC22A17;SLC40A1;SLC5A1;SSPN;SV2A;SYT6;TBXA2R;THY1;TIE1;TLR3;TNFRSF4;TSPAN12;TSPAN13;TSPAN15;TSPAN5;TSPAN9
72,GO_NEURAL_PRECURSOR_CELL_PROLIFERATION,2.89534027533073e-05,15,43,829,CX3CR1;DBN1;DIXDC1;FGF13;FZD6;GJC2;GLI1;GLI2;ID4;IGF2BP1;MDK;SMO;TRIM71;WNT7A;ZNF503
44,GO_NEURAL_TUBE_DEVELOPMENT,2.9318222883577252e-05,18,58,829,CTHRC1;FZD2;FZD6;GLI2;INKA1;LMO4;LRP6;RARG;SEMA3C;SEMA4C;SFRP1;SMO;SUFU;TEAD2;TGFB2;TRIM71;TWIST1;ZNF358
